cpu_percent,memory_percent,request_latency_ms,error_rate,label
34.96714153011233,29.872325875384277,32.73012790070132,0.004101516003039928,1.0
28.617356988288154,37.83221993926723,49.37593022121832,0.0023725294556083223,1.0
36.47688538100692,28.11370118500058,50.360337440888934,0.003756860156230283,1.0
45.23029856408026,35.38057705541439,59.45260691686811,0.001970386054481221,1.0
27.65846625276664,11.595779995693213,22.66283273438347,0.02321932124036366,1.0
27.658630430508193,43.19940561059408,61.85134547694661,0.005061480578498503,1.0
45.79212815507391,40.01808213043336,10.0,0.002814075385413299,1.0
37.67434729152909,27.74367053397714,37.40230895272379,0.005949463482037873,1.0
25.305256140650478,49.88868502648607,40.23452315096911,0.0038645127242409537,1.0
35.42560043585965,54.06355206439838,62.66653652142477,0.013642168872242079,1.0
25.365823071875376,15.886602034465387,50.45261705353738,0.03548071515870006,1.0
25.34270246429743,28.559128321506787,21.888738922874268,0.005763133182441266,1.0
32.41962271566034,28.462864753190527,30.300137483659697,0.019735216622952034,1.0
10.86719755342202,25.90145348336703,53.97360019094814,0.008343952959304304,1.0
12.750821674869673,52.44212262897623,48.41865316270887,0.0017106791533506652,1.0
24.377124707590273,37.09260791840795,38.41751780728507,0.011731938473628785,1.0
19.87168879665576,36.03227738034084,40.38332420976042,0.00720383745362475,1.0
33.142473325952736,9.942064533898698,63.92335994318578,0.01051556551325107,1.0
20.91975924478789,49.5312704531384,39.646148542615705,0.022044372393033557,1.0
15.876962986647085,21.41112407719791,48.238175119418536,0.005805948155402273,1.0
44.65648768921554,40.89898945399492,93.39873176161086,0.023144312142180233,1.0
27.742236995134643,44.160654069372875,21.52634726232154,0.013889740052882309,1.0
30.67528204687924,60.40987893757976,12.96314536850683,0.006706128483145469,1.0
15.752518137865433,20.36769401321332,65.67179329597214,0.009243786905558202,1.0
24.556172754748175,5.0,36.427138774117935,0.003939038959939744,1.0
31.10922589709866,42.75774317130542,43.63524944514759,0.041103093076305754,1.0
18.490064225776973,67.0076677226628,34.37687243737771,0.011006678891189938,1.0
33.75698018345672,58.58419529409156,44.80399718464975,0.00044837182627533795,1.0
23.99361310081195,43.14489122911939,81.97076224192682,0.003954483028526002,1.0
27.083062502067232,32.62545721551929,66.04256917236239,0.009763444813417175,1.0
23.98293387770603,52.10683894955966,67.24447023773953,0.0005798222368907986,1.0
48.522781845089376,25.396807004432972,21.67545888414709,0.00024174043172858027,1.0
29.865027752620662,47.14536654034329,26.976925268942615,0.005978810735955457,1.0
19.422890710440996,47.5820523874994,10.0,0.004045008427005239,1.0
38.225449121031886,55.90314861248319,33.81238357834492,0.005767849013146609,1.0
17.791563500289776,81.39490058366616,69.13406372771317,0.003047513402178592,1.0
32.08863595004755,45.88623950768151,60.33893031496742,0.0017998558363654731,1.0
